,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Atemp Category,Windspeed Category,Hum Category,temperature_cat
9872,9873,2012-02-21,Springer,2012,February,9,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-0.9982000000000006,75.0,7.0015,6,211,217,Medium,Low,Very High,Rendah
9873,9874,2012-02-21,Springer,2012,February,10,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,70.0,12.998000000000001,8,77,85,Medium,Low,Very High,Rendah
9874,9875,2012-02-21,Springer,2012,February,11,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.0015999999999998238,70.0,19.0012,5,81,86,Medium,Medium,Very High,Rendah
9875,9876,2012-02-21,Springer,2012,February,12,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,56.00000000000001,26.0027,16,147,163,Medium,Medium,High,Rendah
9876,9877,2012-02-21,Springer,2012,February,13,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,3.998000000000001,49.0,27.999299999999998,8,123,131,Medium,High,High,Rendah
9877,9878,2012-02-21,Springer,2012,February,14,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.0014000000000003,53.0,26.0027,16,108,124,Medium,Medium,High,Rendah
9878,9879,2012-02-21,Springer,2012,February,15,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,3.998000000000001,49.0,27.999299999999998,23,137,160,Medium,High,High,Rendah
9879,9880,2012-02-21,Springer,2012,February,16,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,46.0,27.999299999999998,14,240,254,Medium,High,High,Rendah
9880,9881,2012-02-21,Springer,2012,February,17,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,40.0,30.002599999999997,21,411,432,Medium,High,Medium,Rendah
9881,9882,2012-02-21,Springer,2012,February,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,40.0,30.002599999999997,11,414,425,Medium,High,Medium,Rendah
9882,9883,2012-02-21,Springer,2012,February,19,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,46.0,19.999499999999998,5,299,304,Medium,Medium,High,Rendah
9883,9884,2012-02-21,Springer,2012,February,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.001199999999997,53.0,16.997899999999998,4,223,227,Medium,Medium,High,Rendah
9884,9885,2012-02-21,Springer,2012,February,21,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.997799999999998,61.0,11.0014,7,147,154,Medium,Low,Very High,Rendah
9885,9886,2012-02-21,Springer,2012,February,22,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,5.997799999999998,71.0,12.998000000000001,3,97,100,Medium,Low,Very High,Rendah
9886,9887,2012-02-21,Springer,2012,February,23,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.998000000000001,66.0,15.001299999999999,1,46,47,Medium,Medium,Very High,Rendah
9887,9888,2012-02-22,Springer,2012,February,0,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.998000000000001,66.0,15.001299999999999,5,19,24,Medium,Medium,Very High,Rendah
9888,9889,2012-02-22,Springer,2012,February,1,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.997799999999998,70.0,8.9981,3,4,7,Medium,Low,Very High,Rendah
9889,9890,2012-02-22,Springer,2012,February,2,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.001199999999997,66.0,19.0012,1,5,6,Medium,Medium,Very High,Rendah
9890,9891,2012-02-22,Springer,2012,February,3,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.98,5.001199999999997,71.0,15.001299999999999,1,3,4,Medium,Medium,Very High,Rendah
9891,9892,2012-02-22,Springer,2012,February,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.997799999999998,71.0,11.0014,0,2,2,Medium,Low,Very High,Rendah
9892,9893,2012-02-22,Springer,2012,February,5,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.997799999999998,70.0,7.0015,1,29,30,Medium,Low,Very High,Rendah
9893,9894,2012-02-22,Springer,2012,February,6,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.001199999999997,76.0,11.0014,5,85,90,Medium,Low,Very High,Rendah
9894,9895,2012-02-22,Springer,2012,February,7,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.997799999999998,76.0,6.0032,10,292,302,Medium,Low,Very High,Rendah
9895,9896,2012-02-22,Springer,2012,February,8,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,5.001199999999997,75.0,6.0032,9,567,576,Medium,Low,Very High,Rendah
9896,9897,2012-02-22,Springer,2012,February,9,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.997799999999998,70.0,6.0032,11,241,252,Medium,Low,Very High,Rendah
9897,9898,2012-02-22,Springer,2012,February,10,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,7.000999999999998,71.0,6.0032,17,122,139,Medium,Low,Very High,Rendah
9898,9899,2012-02-22,Springer,2012,February,11,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,7.000999999999998,66.0,11.0014,22,149,171,Medium,Low,Very High,Rendah
9899,9900,2012-02-22,Springer,2012,February,12,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,62.0,19.0012,21,186,207,High,Medium,Very High,Sedang
9900,9901,2012-02-22,Springer,2012,February,13,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,54.0,19.999499999999998,15,175,190,High,Medium,High,Sedang
9901,9902,2012-02-22,Springer,2012,February,14,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,54.0,22.0028,35,142,177,High,Medium,High,Sedang
9902,9903,2012-02-22,Springer,2012,February,15,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,31.0,27.999299999999998,34,161,195,High,High,Medium,Sedang
9903,9904,2012-02-22,Springer,2012,February,16,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,28.999999999999996,31.0009,30,268,298,High,High,Medium,Sedang
9904,9905,2012-02-22,Springer,2012,February,17,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,32.0,26.0027,43,486,529,High,Medium,Medium,Sedang
9905,9906,2012-02-22,Springer,2012,February,18,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.559999999999999,15.0002,41.0,22.0028,42,483,525,High,Medium,High,Sedang
9906,9907,2012-02-22,Springer,2012,February,19,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.620000000000001,13.997,44.0,19.0012,22,305,327,High,Medium,High,Sedang
9907,9908,2012-02-22,Springer,2012,February,20,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,47.0,12.998000000000001,25,249,274,High,Low,High,Sedang
9908,9909,2012-02-22,Springer,2012,February,21,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.559999999999999,15.0002,33.0,19.0012,19,220,239,High,Medium,Medium,Sedang
9909,9910,2012-02-22,Springer,2012,February,22,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,47.0,16.997899999999998,18,129,147,High,Medium,High,Sedang
9910,9911,2012-02-22,Springer,2012,February,23,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.620000000000001,13.997,41.0,19.0012,5,57,62,High,Medium,High,Sedang
9911,9912,2012-02-23,Springer,2012,February,0,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,47.0,16.997899999999998,12,30,42,High,Medium,High,Sedang
9912,9913,2012-02-23,Springer,2012,February,1,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,57.99999999999999,19.0012,3,12,15,High,Medium,High,Sedang
9913,9914,2012-02-23,Springer,2012,February,2,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,62.0,15.001299999999999,5,4,9,High,Medium,Very High,Sedang
9914,9915,2012-02-23,Springer,2012,February,3,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",12.68,13.000399999999999,67.0,12.998000000000001,2,4,6,High,Low,Very High,Sedang
9915,9916,2012-02-23,Springer,2012,February,4,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,76.0,15.001299999999999,0,1,1,High,Medium,Very High,Sedang
9916,9917,2012-02-23,Springer,2012,February,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,76.0,15.001299999999999,2,30,32,High,Medium,Very High,Sedang
9917,9918,2012-02-23,Springer,2012,February,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,7.000999999999998,87.0,12.998000000000001,3,88,91,Medium,Low,Extremely High,Rendah
9918,9919,2012-02-23,Springer,2012,February,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,7.000999999999998,81.0,15.001299999999999,9,317,326,Medium,Medium,Extremely High,Rendah
9919,9920,2012-02-23,Springer,2012,February,8,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.997799999999998,87.0,12.998000000000001,11,549,560,Medium,Low,Extremely High,Rendah
9920,9921,2012-02-23,Springer,2012,February,9,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,81.0,16.997899999999998,14,228,242,Medium,Medium,Extremely High,Rendah
9921,9922,2012-02-23,Springer,2012,February,10,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,67.0,12.998000000000001,41,107,148,High,Low,Very High,Sedang
9922,9923,2012-02-23,Springer,2012,February,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.559999999999999,15.0002,48.0,19.0012,54,128,182,High,Medium,High,Sedang
9923,9924,2012-02-23,Springer,2012,February,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,42.0,16.997899999999998,25,199,224,High,Medium,High,Sedang
9924,9925,2012-02-23,Springer,2012,February,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.44,17.0,39.0,12.998000000000001,30,188,218,High,Low,Medium,Sedang
9925,9926,2012-02-23,Springer,2012,February,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.380000000000003,18.0032,37.0,16.997899999999998,36,156,192,High,Medium,Medium,Sedang
9926,9927,2012-02-23,Springer,2012,February,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.380000000000003,18.0032,33.0,8.9981,46,171,217,High,Low,Medium,Sedang
9927,9928,2012-02-23,Springer,2012,February,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.320000000000004,18.9998,32.0,0.0,45,298,343,High,Low,Medium,Sedang
9928,9929,2012-02-23,Springer,2012,February,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.380000000000003,18.0032,32.0,11.0014,49,561,610,High,Low,Medium,Sedang
9929,9930,2012-02-23,Springer,2012,February,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.380000000000003,18.0032,37.0,8.9981,36,486,522,High,Low,Medium,Sedang
9930,9931,2012-02-23,Springer,2012,February,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.5,15.9968,39.0,6.0032,20,349,369,High,Low,Medium,Sedang
9931,9932,2012-02-23,Springer,2012,February,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.620000000000001,13.997,44.0,8.9981,23,246,269,High,Low,High,Sedang
9932,9933,2012-02-23,Springer,2012,February,21,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,51.0,15.001299999999999,17,205,222,High,Medium,High,Sedang
9933,9934,2012-02-23,Springer,2012,February,22,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,54.0,16.997899999999998,19,118,137,High,Medium,High,Sedang
9934,9935,2012-02-23,Springer,2012,February,23,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,54.0,0.0,14,71,85,High,Low,High,Sedang
9935,9936,2012-02-24,Springer,2012,February,0,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,57.99999999999999,6.0032,12,34,46,High,Low,High,Sedang
9936,9937,2012-02-24,Springer,2012,February,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,62.0,12.998000000000001,3,15,18,High,Low,Very High,Sedang
9937,9938,2012-02-24,Springer,2012,February,2,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",11.739999999999998,11.997200000000003,77.0,19.0012,1,4,5,High,Medium,Very High,Sedang
9938,9939,2012-02-24,Springer,2012,February,3,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,82.0,8.9981,0,5,5,High,Low,Extremely High,Sedang
9939,9940,2012-02-24,Springer,2012,February,4,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,87.0,8.9981,0,2,2,High,Low,Extremely High,Sedang
9940,9941,2012-02-24,Springer,2012,February,5,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.8,11.000600000000002,87.0,12.998000000000001,1,25,26,High,Low,Extremely High,Sedang
9941,9942,2012-02-24,Springer,2012,February,6,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.8,11.000600000000002,87.0,11.0014,2,80,82,High,Low,Extremely High,Sedang
9942,9943,2012-02-24,Springer,2012,February,7,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.8,11.000600000000002,76.0,15.001299999999999,7,265,272,High,Medium,Very High,Sedang
9943,9944,2012-02-24,Springer,2012,February,8,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.86,9.997399999999999,76.0,22.0028,17,452,469,Medium,Medium,Very High,Rendah
9944,9945,2012-02-24,Springer,2012,February,9,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.919999999999998,5.997799999999998,81.0,16.997899999999998,15,229,244,Medium,Medium,Extremely High,Rendah
9945,9946,2012-02-24,Springer,2012,February,10,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",8.919999999999998,7.000999999999998,81.0,11.0014,22,119,141,Medium,Low,Extremely High,Rendah
9946,9947,2012-02-24,Springer,2012,February,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.919999999999998,7.9975999999999985,81.0,7.0015,27,136,163,Medium,Low,Extremely High,Rendah
9947,9948,2012-02-24,Springer,2012,February,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.8,11.000600000000002,76.0,8.9981,27,201,228,High,Low,Very High,Sedang
9948,9949,2012-02-24,Springer,2012,February,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.739999999999998,11.997200000000003,71.0,7.0015,30,153,183,High,Low,Very High,Sedang
9949,9950,2012-02-24,Springer,2012,February,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.620000000000001,13.997,67.0,7.0015,5,26,31,High,Low,Very High,Sedang
9950,9951,2012-02-24,Springer,2012,February,15,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",10.8,11.000600000000002,87.0,12.998000000000001,11,83,94,High,Low,Extremely High,Sedang
9951,9952,2012-02-24,Springer,2012,February,16,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",10.8,11.000600000000002,87.0,12.998000000000001,12,166,178,High,Low,Extremely High,Sedang
9952,9953,2012-02-24,Springer,2012,February,17,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",11.739999999999998,11.997200000000003,94.0,7.0015,14,242,256,High,Low,Extremely High,Sedang
9953,9954,2012-02-24,Springer,2012,February,18,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.739999999999998,11.997200000000003,94.0,0.0,11,289,300,High,Low,Extremely High,Sedang
9954,9955,2012-02-24,Springer,2012,February,19,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.68,13.000399999999999,88.0,7.0015,6,227,233,High,Low,Extremely High,Sedang
9955,9956,2012-02-24,Springer,2012,February,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.68,13.000399999999999,62.0,27.999299999999998,8,159,167,High,High,Very High,Sedang
9956,9957,2012-02-24,Springer,2012,February,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.739999999999998,11.997200000000003,35.0,54.002,1,151,152,High,Extremely High,Medium,Sedang
9957,9958,2012-02-24,Springer,2012,February,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,37.0,39.000699999999995,4,102,106,High,High,Medium,Sedang
9958,9959,2012-02-24,Springer,2012,February,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,37.0,46.0022,10,76,86,Medium,Very High,Medium,Rendah
9959,9960,2012-02-25,Springer,2012,February,0,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,43.0,26.0027,5,56,61,Medium,Medium,High,Rendah
9960,9961,2012-02-25,Springer,2012,February,1,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,3.998000000000001,42.0,23.9994,4,42,46,Medium,Medium,High,Rendah
9961,9962,2012-02-25,Springer,2012,February,2,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.998000000000001,45.0,16.997899999999998,1,37,38,Medium,Medium,High,Rendah
9962,9963,2012-02-25,Springer,2012,February,3,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.9982000000000006,45.0,19.999499999999998,0,7,7,Medium,Medium,High,Rendah
9963,9964,2012-02-25,Springer,2012,February,4,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.9982000000000006,42.0,22.0028,0,2,2,Medium,Medium,High,Rendah
9964,9965,2012-02-25,Springer,2012,February,5,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,42.0,19.999499999999998,0,3,3,Medium,Medium,High,Rendah
9965,9966,2012-02-25,Springer,2012,February,6,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,42.0,19.999499999999998,1,12,13,Medium,Medium,High,Rendah
9966,9967,2012-02-25,Springer,2012,February,7,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,-0.0015999999999998238,45.0,30.002599999999997,3,20,23,Medium,High,High,Rendah
9967,9968,2012-02-25,Springer,2012,February,8,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,48.0,19.999499999999998,3,90,93,Medium,Medium,High,Rendah
9968,9969,2012-02-25,Springer,2012,February,9,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2.34,-2.9979999999999993,75.0,22.0028,15,107,122,Low,Medium,Very High,Rendah
9969,9970,2012-02-25,Springer,2012,February,10,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,60.0,23.9994,24,159,183,Medium,Medium,High,Rendah
9970,9971,2012-02-25,Springer,2012,February,11,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.0015999999999998,39.0,40.9973,23,187,210,Medium,Very High,Medium,Rendah
